alvo,angle,distance,intensity
270.00,268.71,758,236
270.00,269.52,758,238
270.00,270.31,758,235
270.00,271.13,758,238
270.00,271.95,758,237
0.00,358.46,1709,241
0.00,359.25,1709,241
0.00,0.05,1709,242
0.00,0.84,1709,240
0.00,1.64,1725,241
90.00,88.54,1647,239
270.00,268.96,2317,228
90.00,91.10,34541,35
180.00,178.35,1241,238
180.00,179.15,1241,242
180.00,179.94,1241,238
180.00,180.74,1241,225
180.00,181.53,696,226
0.00,358.44,1709,242
0.00,359.23,1709,242
0.00,0.02,1709,241
0.00,0.81,1709,241
0.00,1.60,1709,241
90.00,88.69,1958,237
90.00,89.48,1958,240
90.00,90.27,1958,238
90.00,91.06,1958,236
90.00,91.85,1958,238
180.00,179.22,22077,5
270.00,268.19,758,238
270.00,268.96,758,239
270.00,269.74,758,239
270.00,270.53,758,236
270.00,271.38,758,238
0.00,358.51,1709,240
0.00,359.29,1709,241
0.00,0.08,1709,240
0.00,0.87,1709,242
0.00,1.66,1709,241
180.00,178.73,1226,240
180.00,179.52,1241,239
180.00,180.31,1241,237
180.00,181.10,711,232
180.00,181.89,587,224
270.00,268.09,758,237
270.00,268.92,758,240
270.00,269.74,758,237
270.00,270.56,758,236
270.00,271.35,758,237
90.00,88.15,1958,237
90.00,88.95,1958,238
90.00,89.74,1958,236
90.00,90.54,1958,239
90.00,91.33,1958,237
270.00,268.08,758,238
270.00,268.88,758,238
270.00,269.67,758,238
270.00,270.47,758,235
270.00,271.26,758,238
0.00,358.05,1709,241
0.00,358.84,1709,242
0.00,359.64,1709,243
0.00,0.43,1709,243
0.00,1.23,1709,241
180.00,178.08,1241,242
180.00,178.87,1226,238
180.00,179.67,1241,239
180.00,180.46,1241,239
180.00,181.25,711,230
270.00,268.07,758,237
270.00,268.85,758,237
270.00,269.64,758,237
270.00,270.43,774,235
270.00,271.21,758,236
270.00,272.00,758,237
0.00,358.22,62208,134
0.00,359.95,1802,237
90.00,88.65,1958,239
90.00,89.43,1958,236
90.00,90.22,1943,237
90.00,91.01,1958,240
90.00,91.80,1958,237
180.00,178.45,1241,239
270.00,268.38,758,238
270.00,269.17,758,237
270.00,269.96,743,237
270.00,270.75,758,236
270.00,271.54,758,238
0.00,358.13,1709,238
0.00,358.91,1709,241
0.00,359.70,1709,241
0.00,0.53,1709,241
0.00,1.36,1709,243
180.00,178.16,1241,243
180.00,178.91,1241,240
180.00,179.71,1241,241
180.00,180.50,1241,236
180.00,181.30,711,232
270.00,268.10,758,238
270.00,268.89,758,239
270.00,269.69,758,238
270.00,270.48,758,235
270.00,271.27,758,238
90.00,88.37,1958,238
90.00,89.17,1958,238
90.00,89.96,1958,238
90.00,90.76,1958,238
90.00,91.55,1958,238
180.00,178.50,1241,238
180.00,179.30,1241,241
180.00,180.11,1241,238
180.00,180.92,727,225
180.00,181.73,649,224
0.00,358.29,1709,240
0.00,359.07,1709,241
0.00,359.86,1709,241
0.00,0.65,1709,243
0.00,1.44,1709,240
90.00,88.35,1958,239
90.00,89.14,1958,238
90.00,89.93,1958,240
90.00,90.72,1943,238
90.00,91.52,1958,238
180.00,179.28,1709,238
270.00,268.44,758,236
270.00,269.23,758,239
270.00,270.02,758,237
270.00,270.81,758,236
270.00,271.60,758,238
90.00,88.54,1958,236
90.00,89.33,1958,237
90.00,90.11,1958,240
90.00,90.90,1958,239
90.00,91.68,1958,238
180.00,178.66,1241,242
180.00,179.48,1226,241
180.00,180.30,1226,240
180.00,181.09,712,228
180.00,181.88,634,226
0.00,1.11,836,236
90.00,89.21,883,237
0.00,358.33,1709,241
0.00,359.12,1709,239
0.00,359.91,1709,241
0.00,0.71,1709,242
0.00,1.50,1709,242
90.00,88.74,1958,239
90.00,89.53,1958,237
90.00,90.33,1958,237
90.00,91.12,1958,239
90.00,91.92,1958,238
180.00,178.61,1304,244
270.00,268.12,758,239
270.00,268.91,758,237
270.00,269.70,758,238
270.00,270.49,758,234
270.00,271.29,758,236
0.00,358.48,1709,241
0.00,359.27,1709,242
0.00,0.06,1709,241
0.00,0.85,1709,244
0.00,1.64,1725,243
180.00,178.57,1210,240
180.00,179.36,1241,239
180.00,180.14,1226,239
180.00,180.93,711,229
180.00,181.72,634,222
0.00,0.73,60675,68
0.00,358.69,1708,241
0.00,359.48,1708,243
0.00,0.27,1708,242
0.00,1.05,1708,242
0.00,1.84,1708,240
90.00,88.78,1958,239
90.00,89.54,1958,237
90.00,90.30,1958,239
90.00,91.07,1942,238
90.00,91.83,1958,238
180.00,180.70,61188,217
270.00,268.72,758,241
270.00,269.57,758,237
270.00,270.41,758,235
270.00,271.25,758,241
0.00,358.03,1708,240
0.00,358.82,1708,240
0.00,359.61,1708,241
0.00,0.40,1708,242
0.00,1.19,1708,240
0.00,1.99,1708,240
180.00,178.12,1241,241
180.00,178.92,1241,241
180.00,179.71,1226,241
180.00,180.51,1241,232
180.00,181.30,696,229
0.00,358.70,1709,242
0.00,359.50,1709,241
0.00,0.29,1709,240
0.00,1.08,1709,242
0.00,1.87,1709,240
90.00,88.48,1958,237
90.00,89.23,1958,237
90.00,90.02,1958,237
90.00,90.79,1958,238
90.00,91.56,1958,239
270.00,268.69,758,239
270.00,269.50,758,239
270.00,270.31,758,236
270.00,271.12,758,235
270.00,271.93,758,235
0.00,358.72,1709,241
0.00,359.51,1709,242
0.00,0.30,1709,243
0.00,1.09,1709,241
0.00,1.88,1709,242
90.00,91.08,63206,9
90.00,88.02,1958,237
90.00,88.79,1943,237
90.00,89.56,1958,238
90.00,90.35,1958,238
180.00,178.21,1226,242
180.00,179.00,1241,240
180.00,179.79,1241,239
180.00,180.58,1226,227
180.00,181.36,711,229
180.00,180.01,58882,6
0.00,358.15,1708,243
0.00,358.94,1724,241
0.00,359.73,1708,242
0.00,0.52,1708,241
0.00,1.31,1708,241
90.00,88.40,1958,237
90.00,89.17,1958,239
90.00,89.93,1958,236
90.00,90.75,1958,238
90.00,91.53,1958,237
0.00,358.55,1241,239
90.00,90.47,58882,43
270.00,268.63,758,236
270.00,269.42,758,236
270.00,270.28,758,233
270.00,271.13,758,238
270.00,271.99,758,236
180.00,181.61,49154,84
90.00,88.51,1958,236
90.00,89.30,1958,238
90.00,90.10,1958,237
90.00,90.89,1958,238
90.00,91.64,1958,237
180.00,178.67,1241,240
180.00,179.47,1225,240
180.00,180.26,1225,240
180.00,181.06,727,227
180.00,181.85,633,225
90.00,88.98,32752,90
270.00,269.90,804,236
0.00,358.27,1724,242
0.00,359.07,1708,241
0.00,359.86,1708,241
0.00,0.66,1708,240
0.00,1.45,1708,241
90.00,88.07,1958,237
90.00,88.86,1958,238
90.00,89.65,1958,237
90.00,90.43,1958,239
90.00,91.22,1958,239
270.00,270.73,1319,243
270.00,268.46,758,240
270.00,269.25,758,239
270.00,270.04,758,235
270.00,270.83,758,239
270.00,271.65,758,236
0.00,359.25,1740,242
0.00,1.98,1569,238
90.00,88.42,1958,239
90.00,89.21,1958,237
90.00,90.00,1958,238
90.00,90.78,1958,237
90.00,91.57,1958,239
180.00,178.08,1241,241
180.00,178.87,1241,238
180.00,179.66,1226,240
180.00,180.44,1241,237
180.00,181.23,712,233
0.00,1.37,789,235
0.00,358.16,1725,240
0.00,358.95,1709,241
0.00,359.74,1709,239
0.00,0.53,1709,242
0.00,1.32,1693,240
180.00,178.05,1241,243
180.00,178.84,1241,241
180.00,179.63,1241,241
180.00,180.42,1225,237
180.00,181.21,711,232
270.00,268.08,758,237
270.00,268.87,758,239
270.00,269.66,758,240
270.00,270.46,758,234
270.00,271.25,758,238
0.00,359.68,1786,239
90.00,88.47,1958,237
90.00,89.27,1958,237
90.00,90.06,1942,237
90.00,90.85,1958,238
90.00,91.65,1958,238
180.00,178.41,1241,240
180.00,179.21,1241,239
180.00,180.00,1241,239
180.00,180.80,727,225
180.00,181.59,664,226
270.00,268.01,789,237
0.00,358.70,1708,242
0.00,359.54,1708,241
0.00,0.38,1708,241
0.00,1.21,1724,242
90.00,88.19,1958,239
90.00,88.97,1958,237
90.00,89.76,1958,237
90.00,90.55,1958,238
90.00,91.34,1958,240
180.00,181.04,2020,238
270.00,268.57,758,237
270.00,269.36,758,236
270.00,270.15,758,236
270.00,270.93,758,238
270.00,271.72,758,237
0.00,358.10,1708,240
0.00,358.88,1708,241
0.00,359.70,1708,241
90.00,88.16,1958,239
90.00,88.95,1958,237
90.00,89.74,1942,238
90.00,90.53,1958,240
90.00,91.32,1958,238
180.00,178.05,1241,240
180.00,178.84,1241,239
180.00,179.62,1241,238
180.00,180.41,1241,233
180.00,181.20,696,231
180.00,181.99,556,227
0.00,358.43,1709,241
0.00,359.23,1709,242
0.00,359.99,1709,240
0.00,0.78,1709,241
0.00,1.57,1709,241
90.00,88.20,1958,237
90.00,89.00,1958,239
90.00,89.79,1958,239
90.00,90.59,1958,238
90.00,91.38,1958,239
180.00,181.28,1335,244
270.00,268.71,758,238
270.00,269.51,758,236
270.00,270.30,758,236
270.00,271.09,758,236
270.00,271.88,758,238
0.00,358.07,1724,238
0.00,358.82,1708,242
0.00,359.57,1708,240
0.00,0.36,1708,241
90.00,88.24,1958,239
90.00,89.03,1958,239
90.00,89.82,1958,239
90.00,90.62,1958,239
90.00,91.41,1958,237
180.00,178.38,1241,241
180.00,179.17,1241,240
180.00,179.99,1241,239
180.00,180.81,1241,230
180.00,181.63,711,228
0.00,358.02,1708,239
0.00,358.80,1708,240
0.00,359.57,1708,240
0.00,0.35,1708,241
0.00,1.18,1708,244
0.00,1.97,1708,240
90.00,88.58,1958,240
90.00,89.37,1958,238
90.00,90.16,1958,237
90.00,90.94,1958,238
90.00,91.73,1958,239
180.00,180.62,1786,239
270.00,268.30,758,237
270.00,269.09,758,239
270.00,269.89,742,236
270.00,270.68,758,236
270.00,271.47,758,240
0.00,358.11,1708,240
0.00,358.88,1708,242
0.00,359.65,1708,242
0.00,0.42,1708,242
0.00,1.21,1708,242
180.00,178.12,1241,242
180.00,178.96,1241,240
180.00,179.81,1241,239
180.00,180.60,1241,237
180.00,181.39,711,233
270.00,268.46,758,237
270.00,269.25,758,238
270.00,270.04,758,239
270.00,270.84,758,233
270.00,271.63,758,238
90.00,88.79,1771,239
90.00,88.13,1958,236
90.00,88.93,1958,239
90.00,89.72,1958,237
90.00,90.51,1942,239
90.00,91.31,1958,237
180.00,178.39,1241,240
180.00,179.19,1241,240
180.00,180.00,1241,238
180.00,180.79,727,227
180.00,181.64,634,222
90.00,88.94,28575,21
0.00,358.39,1709,241
0.00,359.18,1709,241
0.00,359.97,1709,241
0.00,0.75,1709,241
0.00,1.54,1709,242
90.00,88.63,1958,237
90.00,89.41,1958,239
90.00,90.20,1943,238
90.00,90.99,1958,238
90.00,91.78,1958,238
270.00,271.74,1709,242
180.00,181.39,1304,242
270.00,268.69,758,237
270.00,269.48,758,238
270.00,270.27,758,236
270.00,271.06,758,238
270.00,271.84,758,239
0.00,359.30,1599,242
90.00,88.03,1958,236
90.00,88.78,1958,238
90.00,89.57,1958,238
90.00,90.36,1958,239
90.00,91.15,1958,238
90.00,91.94,1958,238
180.00,178.46,1241,241
180.00,179.25,1241,241
180.00,180.05,1225,240
180.00,180.84,1241,230
180.00,181.63,711,230
0.00,0.61,60931,127
270.00,270.52,805,237
0.00,358.21,1708,241
0.00,359.00,1724,242
0.00,359.80,1708,242
0.00,0.59,1708,242
0.00,1.39,1708,241
180.00,178.61,1241,241
180.00,179.41,1241,240
180.00,180.20,1241,239
180.00,180.99,727,225
180.00,181.79,633,224
270.00,268.66,758,239
270.00,269.50,758,240
270.00,270.34,758,238
270.00,271.17,758,238
0.00,0.11,1350,233
0.00,358.96,1740,238
90.00,88.23,1942,237
90.00,88.96,1958,237
90.00,89.75,1958,237
90.00,90.57,1958,237
90.00,91.40,1958,239
180.00,178.28,1241,242
180.00,179.07,1241,242
180.00,179.86,1241,239
180.00,180.65,1241,230
180.00,181.45,695,229
0.00,358.76,1724,240
0.00,359.54,1708,241
0.00,0.33,1708,242
0.00,1.11,1708,241
0.00,1.90,1708,243
180.00,178.49,1241,240
180.00,179.28,1241,239
180.00,180.06,1226,239
180.00,180.85,727,225
180.00,181.64,665,223
0.00,1.28,945,240
270.00,269.52,758,239
270.00,270.35,773,235
270.00,271.18,758,238
0.00,358.17,1708,239
90.00,88.04,1958,237
90.00,88.84,1958,239
90.00,89.63,1958,237
90.00,90.43,1958,237
90.00,91.22,1958,238
90.00,91.97,1958,238
180.00,178.63,1241,241
180.00,179.42,1241,241
180.00,180.21,1241,238
180.00,181.00,711,223
180.00,181.79,711,225
270.00,270.58,1241,239
90.00,88.12,56044,86
0.00,358.77,1724,242
0.00,359.56,1708,241
0.00,0.35,1708,242
0.00,1.15,1708,242
0.00,1.94,1708,242
180.00,178.21,1241,242
180.00,179.00,1241,240
180.00,179.80,1225,238
180.00,180.59,1241,231
180.00,181.39,695,228
270.00,268.27,758,237
270.00,269.06,758,238
270.00,269.85,758,238
270.00,270.64,758,234
270.00,271.46,758,239
0.00,1.26,1708,240
90.00,88.04,1958,240
90.00,88.83,1958,238
90.00,89.61,1958,237
90.00,90.40,1958,238
90.00,91.19,1958,237
90.00,91.98,1958,238
180.00,178.70,1241,242
180.00,179.49,1241,239
180.00,180.28,1241,237
180.00,181.08,711,229
180.00,181.87,664,223
0.00,359.77,1038,234
0.00,358.06,1708,241
0.00,358.89,1708,240
0.00,359.71,1708,242
0.00,0.54,1708,241
0.00,1.37,1724,241
90.00,88.10,1958,238
90.00,88.89,1958,239
90.00,89.68,1958,237
90.00,90.48,1958,239
90.00,91.27,1958,239
180.00,178.30,1708,240
270.00,268.01,758,238
270.00,268.81,758,237
270.00,269.60,758,237
270.00,270.40,758,234
270.00,271.19,758,238
270.00,271.98,758,239
0.00,358.05,1708,240
0.00,358.81,1708,240
0.00,359.63,1724,242
0.00,0.45,1708,241
0.00,1.26,1724,241
90.00,91.59,1958,235
270.00,268.37,758,236
270.00,269.16,758,236
270.00,269.95,758,236
270.00,270.75,758,236
270.00,271.54,758,236
0.00,359.92,1724,238
90.00,88.55,1958,238
90.00,89.34,1958,237
90.00,90.13,1958,236
90.00,90.92,1958,239
90.00,91.71,1958,237
180.00,178.55,1241,243
180.00,179.32,1241,238
180.00,180.09,1241,238
180.00,180.86,1241,234
180.00,181.63,711,232
0.00,1.48,60931,103
0.00,358.02,1724,241
0.00,358.81,1708,242
0.00,359.60,1708,242
0.00,0.40,1708,242
0.00,1.22,1724,241
180.00,178.78,1241,242
180.00,179.60,1241,238
180.00,180.41,1241,237
180.00,181.23,711,232
270.00,268.49,758,237
270.00,269.28,758,238
270.00,270.07,758,236
270.00,270.86,758,237
270.00,271.66,758,238
0.00,358.15,57351,41
90.00,88.17,1958,238
90.00,88.96,1958,238
90.00,89.76,1958,240
90.00,90.55,1958,237
90.00,91.35,1958,238
180.00,178.11,1241,245
180.00,178.95,1225,239
180.00,179.71,1241,240
180.00,180.49,1241,238
180.00,181.27,711,230
0.00,1.82,61187,27
0.00,358.72,1708,241
0.00,359.50,1708,242
0.00,0.28,1708,242
0.00,1.07,1708,241
0.00,1.88,1708,242
90.00,88.64,1958,237
90.00,89.43,1958,240
90.00,90.22,1958,238
90.00,91.02,1958,238
90.00,91.81,1958,238
180.00,178.31,1272,245
270.00,268.55,758,240
270.00,269.34,758,237
270.00,270.14,758,237
270.00,270.93,758,239
270.00,271.72,758,238
0.00,358.45,1740,231
180.00,179.45,61446,63
90.00,88.52,1958,238
90.00,89.30,1958,238
90.00,90.09,1958,238
90.00,90.88,1958,236
90.00,91.67,1958,240
180.00,178.80,1241,238
180.00,179.60,1241,241
180.00,180.39,1241,235
180.00,181.21,711,232
270.00,271.04,1303,242
0.00,0.26,60420,216
0.00,358.02,1724,242
0.00,358.81,1708,241
0.00,359.60,1708,243
0.00,0.39,1708,241
0.00,1.18,1708,240
90.00,88.70,1958,237
90.00,89.49,1958,238
90.00,90.28,1958,237
90.00,91.07,1958,239
90.00,91.86,1958,237
180.00,178.26,1973,237
180.00,181.21,711,232
270.00,268.73,758,238
270.00,269.52,758,239
270.00,270.31,742,235
270.00,271.11,758,238
270.00,271.90,758,238
90.00,88.58,1958,238
90.00,89.37,1958,239
90.00,90.17,1958,238
90.00,90.96,1958,238
90.00,91.76,1958,238
180.00,178.24,1241,241
180.00,179.03,1241,240
180.00,179.83,1225,240
180.00,180.62,1241,235
180.00,181.38,696,230
0.00,358.29,1724,240
0.00,359.08,1708,242
0.00,359.87,1708,240
0.00,0.65,1708,240
0.00,1.44,1708,241
90.00,88.40,1958,238
90.00,89.18,1958,236
90.00,89.95,1958,239
90.00,90.73,1958,237
90.00,91.51,1958,240
270.00,268.04,758,236
270.00,268.82,758,237
270.00,269.61,758,238
270.00,270.39,758,234
270.00,271.18,758,237
270.00,271.96,758,237
0.00,359.11,1833,230
0.00,358.04,1708,241
0.00,358.83,1708,240
0.00,359.62,1708,240
0.00,0.41,1708,243
0.00,1.19,1708,242
0.00,1.98,1708,240
90.00,88.64,1958,239
90.00,89.41,1958,238
90.00,90.19,1958,238
90.00,90.96,1958,237
90.00,91.74,1958,239
180.00,178.10,1241,242
180.00,178.89,1241,241
180.00,179.68,1241,238
180.00,180.47,1241,239
180.00,181.26,727,230
270.00,268.53,758,236
270.00,269.30,758,238
270.00,270.07,758,237
270.00,270.85,758,234
270.00,271.62,758,238
0.00,1.44,1755,236
90.00,88.77,1958,238
90.00,89.60,1958,238
90.00,90.35,1958,238
90.00,91.09,1958,238
90.00,91.84,1958,238
180.00,178.80,19280,201
270.00,268.20,758,238
270.00,268.95,758,240
270.00,269.75,758,238
270.00,270.54,758,237
270.00,271.34,758,237
0.00,358.21,1708,242
0.00,359.01,1724,241
0.00,359.80,1708,242
0.00,0.60,1708,241
0.00,1.39,1708,241
180.00,178.12,1225,241
180.00,178.92,1240,241
180.00,179.71,1240,239
180.00,180.50,1225,231
180.00,181.29,695,231
270.00,268.38,757,236
270.00,269.17,757,239
0.00,358.26,1708,240
0.00,359.05,1708,242
0.00,359.83,1708,240
0.00,0.62,1708,243
0.00,1.40,1708,244
90.00,88.21,1958,238
90.00,88.98,1958,240
90.00,89.74,1958,239
90.00,90.53,1958,238
90.00,91.34,1942,236
270.00,269.49,1209,236
270.00,268.27,758,237
270.00,269.09,758,239
270.00,269.91,758,238
270.00,270.72,758,234
270.00,271.54,758,238
0.00,358.44,1708,243
0.00,359.23,1708,241
0.00,0.02,1708,240
0.00,0.80,1708,241
0.00,1.59,1708,242
180.00,178.70,1241,240
180.00,179.49,1241,238
180.00,180.28,1241,236
180.00,181.07,711,232
180.00,181.86,633,224
0.00,358.09,1708,240
0.00,358.88,1708,239
0.00,359.67,1708,241
0.00,0.46,1708,242
0.00,1.24,1708,242
90.00,88.41,1958,240
90.00,89.21,1958,237
90.00,89.96,1958,238
90.00,90.73,1958,237
90.00,91.50,1958,237
180.00,180.15,1210,243
270.00,268.40,758,237
270.00,269.18,758,239
270.00,269.96,758,234
270.00,270.75,758,238
270.00,271.53,758,237
0.00,358.14,1708,240
0.00,358.93,1708,242
0.00,359.73,1708,241
0.00,0.52,1708,241
0.00,1.31,1708,241
90.00,88.18,1755,239
180.00,178.52,1225,241
180.00,179.31,1240,240
180.00,180.10,1240,240
180.00,180.89,1240,227
180.00,181.68,695,226
270.00,268.45,757,238
270.00,269.24,757,237
270.00,270.03,757,238
270.00,270.82,757,235
270.00,271.61,757,237
90.00,90.53,1739,240
90.00,88.07,1957,238
90.00,88.85,1957,239
90.00,89.68,1957,238
90.00,90.43,1957,240
90.00,91.18,1957,238
90.00,91.93,1957,238
90.00,88.84,62212,216
270.00,270.97,61187,36
270.00,268.49,757,238
270.00,269.33,757,237
270.00,270.18,757,235
270.00,271.02,757,241
270.00,271.86,757,238
0.00,358.47,1708,241
0.00,359.26,1708,242
0.00,0.04,1708,241
0.00,0.83,1708,242
0.00,1.62,1724,242
180.00,179.75,2036,234
180.00,178.37,1241,243
180.00,179.17,1241,240
180.00,179.96,1241,238
180.00,180.75,1241,232
180.00,181.54,711,229
270.00,268.05,758,237
270.00,268.81,758,238
270.00,269.66,742,238
270.00,270.50,758,234
270.00,271.35,758,239
0.00,0.38,1724,239
90.00,88.74,1958,238
90.00,89.52,1958,238
90.00,90.31,1958,239
90.00,91.09,1958,239
90.00,91.88,1958,238
270.00,269.78,62468,186
270.00,268.48,758,237
270.00,269.27,758,237
270.00,270.10,758,237
270.00,270.92,758,238
270.00,271.75,758,236
0.00,358.52,1708,241
0.00,359.31,1708,242
0.00,0.10,1708,243
0.00,0.89,1708,242
0.00,1.68,1724,241
180.00,181.72,2020,235
270.00,268.91,1989,238
180.00,178.11,1241,241
180.00,178.90,1241,239
180.00,179.68,1241,240
180.00,180.47,1241,233
180.00,181.26,695,230
270.00,268.70,757,237
270.00,269.49,757,237
0.00,358.55,1708,239
0.00,359.34,1708,241
0.00,0.13,1708,241
0.00,0.92,1708,241
0.00,1.70,1708,243
90.00,88.32,1957,237
90.00,89.11,1957,239
90.00,89.89,1957,239
90.00,90.68,1957,238
90.00,91.51,1957,239
270.00,268.03,742,238
270.00,268.83,757,237
270.00,269.64,757,238
270.00,270.46,757,236
270.00,271.29,757,238
0.00,358.70,1708,242
0.00,359.49,1708,240
0.00,0.28,1708,242
0.00,1.07,1708,242
0.00,1.86,1708,241
180.00,178.59,1240,238
180.00,179.38,1240,239
180.00,180.17,1225,238
180.00,180.97,711,232
180.00,181.76,570,224
270.00,268.07,757,235
270.00,268.87,757,237
270.00,269.66,757,239
270.00,270.46,757,236
270.00,271.21,757,238
90.00,88.49,1958,238
90.00,89.28,1958,236
90.00,90.07,1958,236
90.00,90.86,1958,240
90.00,91.65,1958,238
180.00,178.49,1241,241
180.00,179.28,1225,238
180.00,180.07,1210,238
180.00,180.87,1256,225
180.00,181.66,664,225
270.00,268.84,1272,243
0.00,359.62,58628,105
270.00,271.86,758,237
0.00,358.60,1708,242
0.00,359.42,1708,241
0.00,0.23,1708,240
0.00,1.05,1708,243
0.00,1.87,1724,240
180.00,178.20,1225,240
180.00,178.99,1241,240
180.00,179.78,1241,239
180.00,180.57,1241,234
180.00,181.36,695,229
270.00,268.42,758,238
270.00,269.21,758,237
270.00,270.01,758,235
270.00,270.80,758,240
270.00,271.59,758,238
0.00,358.21,62464,133
90.00,88.66,1957,238
90.00,89.45,1942,238
90.00,90.24,1957,236
90.00,91.03,1957,238
90.00,91.82,1957,236
180.00,178.34,1240,242
0.00,358.66,1708,243
0.00,359.41,1708,239
0.00,0.22,1708,242
0.00,1.02,1708,242
0.00,1.83,1708,240
270.00,268.18,757,237
270.00,268.97,757,239
270.00,269.76,757,238
270.00,270.55,757,235
270.00,271.35,757,237
0.00,358.11,1724,241
0.00,358.91,1724,240
0.00,359.71,1708,240
0.00,0.50,1692,242
0.00,1.30,1692,240
90.00,88.73,1957,238
90.00,89.52,1957,238
90.00,90.30,1957,240
90.00,91.09,1957,238
90.00,91.88,1957,239
180.00,178.38,1241,243
180.00,179.17,1241,238
180.00,179.95,1241,239
180.00,180.72,1225,240
180.00,181.50,711,231
270.00,268.45,913,237
0.00,358.40,1708,240
0.00,359.16,1708,241
0.00,359.93,1693,240
0.00,0.72,1693,243
0.00,1.51,1708,242
90.00,88.13,1958,237
90.00,88.92,1958,238
90.00,89.71,1958,237
90.00,90.51,1942,237
90.00,91.30,1958,237
180.00,179.34,1350,243
270.00,268.45,758,237
270.00,269.24,742,240
270.00,270.04,758,237
270.00,270.83,758,235
270.00,271.62,758,236
0.00,358.22,1724,240
0.00,359.01,1708,241
0.00,359.81,1708,241
0.00,0.60,1693,243
0.00,1.39,1693,242
270.00,269.38,2534,229
180.00,181.14,2067,237
180.00,178.43,1240,239
180.00,179.23,1240,239
180.00,180.03,1240,238
180.00,180.78,1240,231
180.00,181.57,695,230
270.00,268.03,757,239
270.00,268.82,757,236
270.00,269.62,757,239
270.00,270.41,757,235
270.00,271.21,757,238
270.00,272.00,757,235
0.00,1.03,804,238
180.00,178.11,1053,233
0.00,358.67,1770,240
0.00,1.76,11348,12
90.00,88.79,1957,238
90.00,89.58,1957,237
90.00,90.37,1957,238
90.00,91.17,1957,239
90.00,91.96,1957,239
270.00,271.88,1302,242
270.00,268.69,757,236
270.00,269.48,757,238
270.00,270.27,757,237
270.00,271.06,757,235
270.00,271.85,757,237
0.00,358.08,1708,240
0.00,358.87,1708,241
0.00,359.66,1708,242
0.00,0.45,1692,242
0.00,1.24,1692,242
90.00,88.80,2253,235
180.00,178.60,1240,243
180.00,179.41,1209,238
180.00,180.23,1224,241
180.00,181.05,726,224
180.00,181.84,663,223
270.00,268.28,757,238
270.00,269.06,757,237
270.00,269.85,757,235
270.00,270.64,757,235
270.00,271.43,757,238
90.00,88.77,1957,240
90.00,89.52,1957,239
90.00,90.29,1957,238
90.00,91.05,1957,237
90.00,91.82,1957,239
270.00,268.52,757,239
270.00,269.32,757,238
270.00,270.11,757,237
270.00,270.90,757,238
270.00,271.70,757,238
0.00,358.22,1708,242
0.00,359.01,1708,242
0.00,359.81,1724,241
0.00,0.60,1708,243
0.00,1.40,1708,241
180.00,178.05,1241,241
180.00,178.84,1241,240
180.00,179.64,1225,240
180.00,180.43,1241,236
180.00,181.23,711,232
270.00,268.10,758,237
270.00,268.95,758,238
270.00,269.80,758,238
270.00,270.65,758,237
270.00,271.50,758,239
90.00,88.08,1350,231
0.00,358.82,1739,239
90.00,88.34,1957,240
90.00,89.13,1957,240
90.00,89.92,1957,238
90.00,90.69,1957,238
90.00,91.45,1957,238
180.00,178.04,1240,240
180.00,178.82,1240,239
180.00,179.61,1240,240
180.00,180.40,1240,238
180.00,181.19,710,231
180.00,181.97,601,224
270.00,271.43,804,237
0.00,358.23,1723,240
0.00,359.02,1708,242
0.00,359.81,1708,242
0.00,0.61,1708,242
0.00,1.40,1708,241
90.00,88.06,1957,239
90.00,88.85,1957,239
90.00,89.64,1957,239
90.00,90.46,1957,239
270.00,270.28,2159,237
270.00,271.03,11231,2
270.00,268.11,757,238
270.00,268.92,757,239
270.00,269.71,757,240
270.00,270.53,757,239
270.00,271.35,757,239
0.00,359.03,7438,2
90.00,88.31,1957,236
90.00,89.08,1957,238
90.00,89.85,1957,239
90.00,90.60,1957,238
90.00,91.38,1957,238
180.00,178.49,1240,241
180.00,179.29,1240,237
180.00,180.08,1240,236
180.00,180.88,726,225
180.00,181.67,664,225
0.00,358.17,1708,240
0.00,358.96,1708,243
0.00,359.75,1692,240
0.00,0.55,1692,242
0.00,1.34,1708,242
0.00,358.30,60166,125
180.00,178.38,1240,242
180.00,179.17,1225,242
180.00,179.96,1240,238
180.00,180.75,1240,229
180.00,181.54,695,226
270.00,268.28,757,239
270.00,269.08,757,237
270.00,269.89,757,237
270.00,270.68,757,238
270.00,271.49,757,239
0.00,1.11,1724,240
90.00,88.43,1958,238
90.00,89.22,1958,238
90.00,90.01,1958,238
90.00,90.79,1958,239
90.00,91.58,1958,238
180.00,178.70,1241,238
180.00,179.49,1241,241
180.00,180.28,1241,237
180.00,181.08,711,232
180.00,181.87,602,224
0.00,0.07,898,239
0.00,359.76,1022,232
0.00,358.02,1708,240
0.00,358.81,1724,241
0.00,359.60,1724,240
0.00,0.40,1708,241
0.00,1.19,1708,242
0.00,1.98,1708,242
90.00,88.12,1957,237
90.00,88.91,1957,237
90.00,89.71,1957,238
90.00,90.50,1942,236
90.00,91.30,1957,238
180.00,179.87,1724,227
270.00,268.67,757,240
270.00,269.47,757,237
270.00,270.26,757,239
270.00,271.05,757,237
270.00,271.84,757,238
0.00,358.38,1708,242
0.00,359.17,1708,241
0.00,359.96,1723,240
0.00,0.76,1708,241
0.00,1.55,1708,242
270.00,269.94,2004,235
180.00,178.23,1240,240
