tempo_us,x_m,y_m,z_m,lidar_angle_deg,distance_m,intensity,X_lidar_m,Y_lidar_m,Z_lidar_m,X_body_m,Y_body_m,Z_body_m,X_global_m,Y_global_m,Z_global_m
12638045,0.0,0.0195555555555555,0.0,181.81,0.247,244,-0.007801545734433851,0.0,-0.2468767625438926,-0.007801545734433851,0.0,-0.2468767625438926,-0.010419763463385884,-0.04021364091064702,-0.23943281246134906
12638045,0.0,0.0195555555555555,0.0,98.98,0.15,126,0.14816143295252784,0.0,-0.023413453086924135,0.14816143295252784,0.0,-0.023413453086924135,0.1479038833703823,0.013997026688882853,-0.02436275930182611
12731696,0.0,0.0195555555555555,0.0,255.72,0.652,240,-0.6318544331209032,0.0,-0.1608228072925673,-0.6318544331209032,0.0,-0.1608228072925673,-0.6335139354869198,-0.0197943662470956,-0.14904924420472646
12731696,0.0,0.0195555555555555,0.0,1.62,0.14100000000000001,231,0.003986149914608529,0.0,0.14094364337868617,0.003986149914608529,0.0,0.14094364337868617,0.005474271423041061,0.05365615406185202,0.13670472389021252
12731696,0.0,0.0195555555555555,0.0,42.89,0.209,212,0.1422439381989569,0.0,0.15312629442930867,0.1422439381989569,0.0,0.15312629442930867,0.14385222130962677,0.05670034397340016,0.14699592891532645
12840127,0.0,0.0195555555555555,0.0,143.11,0.137,161,0.0822384483484212,0.0,-0.10957115319847675,0.0822384483484212,0.0,-0.10957115319847675,0.08112040946341566,-0.00690948590650162,-0.10718246474540219
12916591,0.0,0.0195555555555555,0.0,161.48,0.605,232,0.19216957700448495,0.0,-0.5736687665141944,0.19216957700448495,0.0,-0.5736687665141944,0.18625702172946856,-0.11914212130163024,-0.5586557762082909
12916591,0.0,0.0195555555555555,0.0,186.23,0.47300000000000003,223,-0.05132990187086167,0.0,-0.4702065941412644,-0.05132990187086167,0.0,-0.4702065941412644,-0.05616381725186618,-0.09430883338648871,-0.45564188411794837
12999171,0.0,0.0195555555555555,0.0,257.62,0.589,240,-0.5753040864283744,0.0,-0.1262782963886251,-0.5753040864283744,0.0,-0.1262782963886251,-0.5766072415736935,-0.01136271155247227,-0.11614279884613053
12999171,0.0,0.0195555555555555,0.0,218.31,1.104,142,-0.6843872548039526,0.0,-0.8662736781536825,-0.6843872548039526,0.0,-0.8662736781536825,-0.6935294887172778,-0.1900374711909096,-0.8330087703132585
