tempo_us,x,y,angle_x,angle_y,angle_z,angle,distance,intensity
49631846,0.2327147193231815,5.047256182002443,-12.473539874970204,-1.5416384037202295,-5.2198647259921325,14674,36079,5
49631846,0.2327147193231815,5.047256182002443,-12.473539874970204,-1.5416384037202295,-5.2198647259921325,17937,4194,227
49631846,0.2327147193231815,5.047256182002443,-12.473539874970204,-1.5416384037202295,-5.2198647259921325,21199,11348,229
49631846,0.2327147193231815,5.047256182002443,-12.473539874970204,-1.5416384037202295,-5.2198647259921325,24462,60164,15
49760570,0.23688888888888898,5.097222222222223,-12.408510845324445,-0.34976586842163043,-4.777209137515291,717,874,234
49760570,0.23688888888888898,5.097222222222223,-12.408510845324445,-0.34976586842163043,-4.777209137515291,3932,11348,162
49760570,0.23688888888888898,5.097222222222223,-12.408510845324445,-0.34976586842163043,-4.777209137515291,7148,61517,232
49760570,0.23688888888888898,5.097222222222223,-12.408510845324445,-0.34976586842163043,-4.777209137515291,10364,3679,231
49760570,0.23688888888888898,5.097222222222223,-12.408510845324445,-0.34976586842163043,-4.777209137515291,13579,59924,193
49760570,0.23688888888888898,5.097222222222223,-12.408510845324445,-0.34976586842163043,-4.777209137515291,16795,51754,37
49760570,0.23688888888888898,5.097222222222223,-12.408510845324445,-0.34976586842163043,-4.777209137515291,20011,60420,242
49760570,0.23688888888888898,5.097222222222223,-12.408510845324445,-0.34976586842163043,-4.777209137515291,23227,60163,2
49760570,0.23688888888888898,5.097222222222223,-12.408510845324445,-0.34976586842163043,-4.777209137515291,26442,19829,228
49760570,0.23688888888888898,5.097222222222223,-12.408510845324445,-0.34976586842163043,-4.777209137515291,29658,1265,242
49760570,0.23688888888888898,5.097222222222223,-12.408510845324445,-0.34976586842163043,-4.777209137515291,32874,61696,183
49760570,0.23688888888888898,5.097222222222223,-12.408510845324445,-0.34976586842163043,-4.777209137515291,90,71,246
49876769,0.2364192821937316,5.101100868190803,-11.832583972827264,-0.5704245077238517,-4.42205415739717,1544,19758,195
49876769,0.2364192821937316,5.101100868190803,-11.832583972827264,-0.5704245077238517,-4.42205415739717,4686,40944,2
49876769,0.2364192821937316,5.101100868190803,-11.832583972827264,-0.5704245077238517,-4.42205415739717,7828,37104,1
49876769,0.2364192821937316,5.101100868190803,-11.832583972827264,-0.5704245077238517,-4.42205415739717,10970,62704,239
49876769,0.2364192821937316,5.101100868190803,-11.832583972827264,-0.5704245077238517,-4.42205415739717,14112,62528,0
49876769,0.2364192821937316,5.101100868190803,-11.832583972827264,-0.5704245077238517,-4.42205415739717,17254,59889,160
49876769,0.2364192821937316,5.101100868190803,-11.832583972827264,-0.5704245077238517,-4.42205415739717,20396,60928,240
49876769,0.2364192821937316,5.101100868190803,-11.832583972827264,-0.5704245077238517,-4.42205415739717,23538,162,237
49876769,0.2364192821937316,5.101100868190803,-11.832583972827264,-0.5704245077238517,-4.42205415739717,26680,51693,90
49876769,0.2364192821937316,5.101100868190803,-11.832583972827264,-0.5704245077238517,-4.42205415739717,29822,164,0
49876769,0.2364192821937316,5.101100868190803,-11.832583972827264,-0.5704245077238517,-4.42205415739717,32964,29128,0
49876769,0.2364192821937316,5.101100868190803,-11.832583972827264,-0.5704245077238517,-4.42205415739717,107,202,210
49971494,0.2354894364335007,5.110876479771011,-12.260992853964304,-0.8180735579770495,-4.610124419879755,23219,4194,231
49971494,0.2354894364335007,5.110876479771011,-12.260992853964304,-0.8180735579770495,-4.610124419879755,22901,62699,15
49971494,0.2354894364335007,5.110876479771011,-12.260992853964304,-0.8180735579770495,-4.610124419879755,22582,62698,131
49971494,0.2354894364335007,5.110876479771011,-12.260992853964304,-0.8180735579770495,-4.610124419879755,22263,60676,84
49971494,0.2354894364335007,5.110876479771011,-12.260992853964304,-0.8180735579770495,-4.610124419879755,21944,11348,9
49971494,0.2354894364335007,5.110876479771011,-12.260992853964304,-0.8180735579770495,-4.610124419879755,21625,749,82
49971494,0.2354894364335007,5.110876479771011,-12.260992853964304,-0.8180735579770495,-4.610124419879755,21307,1265,2
49971494,0.2354894364335007,5.110876479771011,-12.260992853964304,-0.8180735579770495,-4.610124419879755,20988,32227,246
49971494,0.2354894364335007,5.110876479771011,-12.260992853964304,-0.8180735579770495,-4.610124419879755,20669,18517,88
49971494,0.2354894364335007,5.110876479771011,-12.260992853964304,-0.8180735579770495,-4.610124419879755,20350,0,225
49971494,0.2354894364335007,5.110876479771011,-12.260992853964304,-0.8180735579770495,-4.610124419879755,20031,163,220
49971494,0.2354894364335007,5.110876479771011,-12.260992853964304,-0.8180735579770495,-4.610124419879755,19712,53910,135
50085674,0.23398747864902142,5.133401698782581,-11.98571693208686,-0.799240212237382,-4.980042394199018,20464,61757,236
50085674,0.23398747864902142,5.133401698782581,-11.98571693208686,-0.799240212237382,-4.980042394199018,23399,60673,1
50085674,0.23398747864902142,5.133401698782581,-11.98571693208686,-0.799240212237382,-4.980042394199018,26335,77,241
50085674,0.23398747864902142,5.133401698782581,-11.98571693208686,-0.799240212237382,-4.980042394199018,29271,21580,44
50085674,0.23398747864902142,5.133401698782581,-11.98571693208686,-0.799240212237382,-4.980042394199018,32207,39949,0
50085674,0.23398747864902142,5.133401698782581,-11.98571693208686,-0.799240212237382,-4.980042394199018,35143,33956,212
50085674,0.23398747864902142,5.133401698782581,-11.98571693208686,-0.799240212237382,-4.980042394199018,2078,54016,162
50085674,0.23398747864902142,5.133401698782581,-11.98571693208686,-0.799240212237382,-4.980042394199018,5014,90,174
50085674,0.23398747864902142,5.133401698782581,-11.98571693208686,-0.799240212237382,-4.980042394199018,7950,26065,0
50085674,0.23398747864902142,5.133401698782581,-11.98571693208686,-0.799240212237382,-4.980042394199018,10886,29899,84
50085674,0.23398747864902142,5.133401698782581,-11.98571693208686,-0.799240212237382,-4.980042394199018,13822,31188,0
50085674,0.23398747864902142,5.133401698782581,-11.98571693208686,-0.799240212237382,-4.980042394199018,16758,51925,78
50156971,0.2328493972899442,5.153562780635789,-12.280593829610462,-0.6259968315916118,-4.838124516654387,17170,60437,70
50156971,0.2328493972899442,5.153562780635789,-12.280593829610462,-0.6259968315916118,-4.838124516654387,18910,59910,7
50156971,0.2328493972899442,5.153562780635789,-12.280593829610462,-0.6259968315916118,-4.838124516654387,20651,11348,11
